,job_link,job_description,cosine_similarity,candidate_id
328,https://www.workpac.com/job/excavator-operator-5,excav oper job descript job highlightsopportun fulltim employ futurevari roster 2 1 8 6fifo ex perth opportun region portsabout roleworkpac number opportun across varieti site locat pilbara experienc excav oper requir oper product digger as key member high perform team play integr role implement client s product requir skill requirementsdigg hitachi 1250 2500 3600 5500digger komatsu pc4000 pc5500liebherr 9400 99612 month experi oper product digger valid australian unrestrict manual driver licenseright work australiaabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact anna zikov recruit coordinatorphon contact 08 6462 1127workpac west perthrefer no tmprij201949427at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00642192]],c001
73,https://www.workpac.com/job/water-meter-reader,water meter reader job descript short term contractloc positionmon fri rosterabout roleworkpac current seek water meter reader base moranbah commenc middl decemb casual posit previou experi requir meter reader work weather condit terrain need comfort work outdoor lot walk drive structur hour flexibl start finish time duti responsibilitiesb abl provid accur time meter read handheld deviceb comfort liais custom clientsb abl walk durat shift skill experiencehold valid driver licenc reliabl motor vehiclehav mobil phoneright work australia workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform pleas contact ann mccarthi recruit coordinatorcontact 07 49694728job order refer no q indj2020146290at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00630917]],c001
19,https://www.workpac.com/job/skilled-labourer-18,skill labour new job descript skill labour 30 hr penaltiesmonday friday full time hoursongo role right candidateabout roleour client seek skill labour project base gunnedah go work avail right candid dutiesgener labour dutiescarpentri duti project new build school work outdoorsskil experienceewp ticket advantagemust white carddriv licenc reliabl transportprevi carpentri experi desirabl commun work within teamhard work posit attitudeabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform pleas contact recruit name kati patrickposit recruit coordinatoroffic locat gunnedahcontact number 02 6741 8702job refer 7212j202014656at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00630622]],c001
80,https://www.workpac.com/job/civil-labourer-32,civil labour job descript civil labour roleimmedi startcompetit ratesloc project clientour client australian construct compani focu elit construct project throughout bowen basin compani strong commit health safeti enabl deliv larger scale multi disciplinari project involv road structur about rolew current seek experienc civil labour major civil construct project locat close mackay queensland duti responsibilitiesattend toolbox meet pre start meetingcomplet work direct supervisorsupport crew daili basi ensur high productivityensur wh standard adher toskil experienceprevi 6 month civil labour experi excel commun skillsgood understand safetycurr white cardcurr driver licencemust physic fit abl perform manual task about workpac workpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level appli onlin now click appli button inform contact sarah harri 07 4969 4726workpac mackay job refer number q indj2020146338at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00630096]],c001
81,https://www.workpac.com/job/civil-labourer-31,civil labour job descript civil labour roleimmedi startcompetit ratesloc project clientour client australian construct compani focu elit construct project throughout bowen basin compani strong commit health safeti enabl deliv larger scale multi disciplinari project involv road structur about rolew current seek experienc civil labour major civil construct project locat close mackay queensland duti responsibilitiesattend toolbox meet pre start meetingcomplet work direct supervisorsupport crew daili basi ensur high productivityensur wh standard adher toskil experienceprevi 6 month civil labour experi excel commun skillsgood understand safetycurr white cardcurr driver licencemust physic fit abl perform manual task about workpac workpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level appli onlin now click appli button inform contact sarah harri 07 4969 4726workpac mackay job refer number q indj2020146338at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00630096]],c001
174,https://www.workpac.com/job/operator-pre-strip-mobile-level-3-23,dump truck oper job descript experienc dump truck oper 6 6 roster 47 68 per hour camp meal includ drive drive out success applic have minimum 6 month oper experi cat 797 793 rear dump truck sign skill list current coal board medic lm current standard 11 current driver licenc sound work histori workpac workpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level work workpac look employe import us workplu employe benefit program offer benefit across health privat insur financi servic travel more team dedic,[[0.00628486]],c001
240,https://www.workpac.com/job/painter-slash-blaster-trades-assistant-1,painter blaster trade assist job descript painter blasterstart date asap durat ongo role right person hour 6am 2pm overtim weekend work may requir depend workload skill sandblast painter experi construct card must abl work high pressur environ client requir painter blaster trade assist go work gladston area prefer candid previou experi side industri painter blaster work carri local workshop may requir site work depend work demand about workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact kri mckinley workpac comkri mckinley 07 4800 3700job refer number bsindj2020104464at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00624468]],c001
252,https://www.workpac.com/job/operator-loading-unit-critical-equipment-level-3-12,oper load unit critic equip level 3 job descript 53 79 hour 7 7 roster 6 month contract clientour client australia s largest coal miner export world s largest supplier sea born coke coal market largest coal produc supplier metallurg coal client sever mine site across bowen basin consist primarili open cut minesabout roleseek experienc excav oper commenc site locat near moranbah work 7 7 rotat day night roster duti respons oper hitachi 5600 liebherr 9800skill responsibilitiescurr coal board medicalstandard 11rii train transcriptdriv licenc minimum 12 month experi workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s leav compani deliv reward perman contract temporari traineeship recruit opportun appli nowkim hold 07 4969 4701job refer number 7396j202016965at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00622873]],c001
170,https://www.workpac.com/job/skid-steer-operator,skid steer oper job descript skid steer operatoroper skid steer around solar farmimmedi start work local glenrowan areay must experi oper solar farm environmentth opportunityworkpac current seekingexperiencedskid steer oper work solar project glenrowan west area the roleoper skid steer around sitedemonstr strong commit safetydemonstr solid work ethicy needrii compet oper skid steerexperi operatingskid steer construct site solar farm experi preferredown reliabl transportconstruct induct card red white card equival avail start immediatelyabout workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us myreward platform offer benefit retail reward financi health cover insur superannu servic more appli nowclick appli button inform contact name leah phelpsleah phelp workpac comworkpac job refer number 7094j202011384at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00614447]],c001
18,https://www.workpac.com/job/electrician-68,electrician new job descript electrician job highlight night shift consist hour cbd base project client our client lead electr contractor project across commerci construct industri area seek electrician pyro cabl experi night shift project brisban cbd commenc soon role you versatil electrician look work alongsid posit hard work team experi across varieti sector skill instal termin pyro cabl commerci environ role nightshift base duti respons instal termin pyro cabl cabl haul pull instal cabl tray bracket skill experi qualif you must hold valid electr licenc lvr cpr white cardpyro experi abil work nigh shift cultur benefitsnight shift rate consist work safeti team driven environmentwhi work workpac workpac australia s lade privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun to consid role pleas appli via link updat cv appli now rob phone 0400 442 035job order refer bsindj2020105132at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00613349]],c001
103,https://www.workpac.com/job/administrator-12,administr job descript role highlights3 month contractjoin well establish compani local hunter monday friday 8 hour daysabout roleour client situat heatherbra hold major mine commerci contract across hunter current look administr assist schedul plan invoic gener administr task duti responsibilitiesliais client regard servic request issu requirementsschedul plan servic request stock replenishmentcommun effect store regard upcom requirementscoordin invoic quot includ gener admin support rais purchas ordersdevelop maintain work relationship intern staff exist clientsprovid support admin managerskil experienceprevi admin experiencehav high regard safeti well presenteddriv licenc reliabl transportmust avail monday fridayworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact grace mclachlan recruit coordinatorworkpac 02 6571 8903job refer number newcij202092671at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00604454]],c001
44,https://www.workpac.com/job/operator-clean-skin-7,new industri oper job descript job descriptionentri level operatorsincent bonusesm accommod providedabout roleworkpac partner thiess peak down caval ridg bring fantast career opportun invit express interest potenti entri level oper posit workpac peak down caval ridg mine role entri level dump truck oper commenc 2021 success applic enjoy 7 7 roster d n shift competit hourli pay rate elig incent bonus applic must abl obtain standard 11 coal board medic skill experiencedriv licenceright work within australiaabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s leav compani deliv reward perman contract temporari traineeship recruit opportun appli nowann mccarthyjob refer number q indj2020146387appl close workpac reserv right close applic earli subject volumeat workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00596005]],c001
128,https://www.workpac.com/job/maintenance-mon-sun,mainten mon sun job descript local kindergarden seek casual ground person work moura queensland rolemow grass hedg whipper snip regularli fertilis weed spray grass maintain pathway ie weed mulch gardenspend season depend often e g winter month summer fortnightliais committe staffne ute trailer dispos garden rubbishrequirementsmust blue card work children current driver licenc avail immedi start workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun workpac 35 offic throughout australia mean flexibl work anywher australia us appli us ongo access wide rang temporari perman job skill level appli now click appli button inform pleas contact kri mckinley recruit coordinatorworkpac biloela07 4800 3700 kri mckinley workpac com,[[0.00595382]],c001
1,https://www.workpac.com/job/labourer-271,labour new job descript labourerasap startloc workshop locat thornton potenti ongo work companyour client well known galvan workshop base thornton rolew current look labouer forklift ticket work within workshop load steel unload tuck dutiesload truck heavi lift steel product line type work skill experienceforklift ticket white card current driver licenc applyclick appli button inform pleas contact lisa nobl 0429592214,[[0.00578259]],c001
139,https://www.workpac.com/job/production-worker-28,product worker job descript workpac current look product worker one client base melros park client lead manufactur diamond drill bit distribut nation intern the role work within manufactur workshop train area product process drill bit the success candid possess a mechan mindseteag learn grow busi good time manag skillsabout workpac workpac australia lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri lead compani deliv reward perman contract temporari traineeship recruit opportun how applyclick appli button at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women aborigin torr straight island,[[0.00575848]],c001
52,https://www.workpac.com/job/labourer-269,labour job descript job highlight temporari perman role monday friday 50 hour week residenti kalgoorli role workpac seek experienc magazin keeper storeman assist client explos warehous role monday friday 10 hour day would suit energet person can do attitud experi similar role wareh store highli regard skill experi minimum c class manual driver licenc hr class driver licenc prefer high risk forklift licenc danger good secur card must will complet full pre employ medic drug alcohol screen workpac workpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us myreward platform offer benefit retail reward financi health cover insur superannu servic more how appli click onto appli button inform contact jaymi lee garland recruit coordinatorph 0892016201workpac western recruit refer 752j202048931at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00571463]],c001
95,https://www.workpac.com/job/bobcat-operator-1,bobcat oper job descript ongo positionsimmedi startabout roleour client requir experienc bobcat oper asphalt profil road construct work ideal success applic industri similar experi howev applic industri relev attribut licenc encourag appli thi predomin local work includ travel weekend work peak busi period meal accommod provid work remot skill experiencemust current skid steer licencehr truck licenc also essenti construct industri white card also essentialabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact name shere fioritaworkpac job refer number 7004j202085210at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00570818]],c001
188,https://www.workpac.com/job/plant-operator-12,plant oper job descript excav operatorjob highlight monday friday roster 10hr shift 34 89 hr 2 month role roleoper 30t digger civil mine site tamworth werri creek mine duti responsibilitiesoper 30t excavatorproven track record oper safelystrong team player support client s operationsskil experienceverif compet valid previou oper experi essentialprevi experi work larg civil mine project essenti australian driver s licenceright work australiaabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform pleas contact recruit name kati patrickemail kati patrick workpac comrefer number 7212j202014598at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00567675]],c001
55,https://www.workpac.com/job/electrician-67,electrician job descript job highlight 2 1 fifo roster 51 71 hr immedi start work christma role workpac seek experienc electrician work construct project pilbara 2 1 fifo roster work set run christma work construct type work electr experi consid skill experi minimum wa c class driver licenc wa grade electr licenc white card high risk work licenc ewpwork height first aid low voltag rescu roy hill induct advantag must will complet full pre employ medic drug alcohol testingabout workpac workpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us myreward platform offer benefit retail reward financi health cover insur superannu servic more how appli click onto appli button inform contact jaymi lee garland recruit coordinatorph 0892016201workpac western recruit refer 764j202070178at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00567281]],c001
221,https://www.workpac.com/job/landscape-construction-2ic,landscap construct 2ic job descript roleour client look skill landscap construct foreman project sumner qldduti responsibilitiesoverse small team 2 3experi quot job execut project time within quot costsprevi experi knowledg retain wall pool renov etc would ideal skill experiencedocu experi outlin foreman experiencewhit cardmanu driver licenc requiredful commit board process immedi startreli transport avail immedi startwhi work workpac workpac australia s lade privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli now to consid role pleas appli via link updat cv kerri 07 3715 2004northern recruit coordinatorjob refer bsindj2020104556at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00559154]],c001
266,https://www.workpac.com/job/operator-126,oper job descript job highlight asphalt worker requir locat broom port hedland karratha gener pay ratesabout rolethi role predominantli involv asphalt oper throughout kimberley broom port hedland karratha fli fli residenti opportun avail look spreader truck oper asphalt oper hr licens spray seal oper ac seal monday saturday 70 hour per week flight accommod provid skill experi 2 year asphalt experi hr driver licens desir will complet medic must flexibl roster time awayabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact chelsea renzullo recruit coordinatorphon contact 08 9201 6209workpac western australiarefer no 752j202048868 chelsea renzulloat workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00550382]],c001
222,https://www.workpac.com/job/landscape-construction-foreman,landscap construct foreman job descript roleour client look skill landscap foreman project brisban qldduti responsibilitiesmanag small team 2 3experi quot job execut project time within quot cost previou experi knowledg retain wall pool renov etc would ideal skill experiencedocu experi outlin foreman experiencewhit cardmanu driver licenc requiredful commit board process immedi startreli transport avail immedi startwhi work workpac workpac australia s lade privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli now to consid role pleas appli via link updat cv kerri 07 3715 2004northern recruit coordinatorjob refer bsindj2020104557at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00549417]],c001
11,https://www.workpac.com/job/driller-28,driller new job descript roleworkpac current seek experienc explor driller ongo fifo role coal mine site clermont skill experi coal board medic driver licenc standard 11 polic check asio clearanc pre employ medic fit test previou driller experi driller skill list qualificationsabout workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga health care sector proud partner countri s lead compani deliv reward career opportun workpac 35 offic throughout australia mean flexibl work anywher australia us appli us ongo access wide rang temporari perman job skill level appli nowclick appli button inform pleas contact joan recruit coordinatorphon 07 4052 2235at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00549159]],c001
15,https://www.workpac.com/job/trade-assistant-36,trade assist new job descript client requir trade assist local project must work height confin space construct white cardbackground fabric structur steel,[[0.00547398]],c001
269,https://www.workpac.com/job/multi-skilled-operator-13,multi skill oper job descript 49 72 hour super roster hoursaccommod meal suppli bibo mackay day shift clientour client australia s largest coal miner export world s largest supplier sea born coke coal market largest coal produc supplier metallurg coal client sever mine site across bowen basin consist primarili open cut mine roleworkpac current seek skill experienc multi skill oper commenc hail creek work 7 7 roster 7 day on 7 night off duti responsibilitiesoper cat 785 789 793 797 trucksoper d10 d11 grader 16 24m complet pre start check machinery12 5 hour shift follow compani well site procedur polici safe standard skill experiencemust rii train transcript cat min 785 komatsu 830 930emust rii train transcript d10 d11 grader 16 24mcoal board medic current driver licenc bma core standard 11right work within australia pass dna pre employ roleabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact kim hold 07 4969 4701workpac mackay job refer number q indj2020145878at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00542067]],c001
133,https://www.workpac.com/job/operator-154,oper job descript dump truck oper 46 50 hour flight accommod meal suppli 6 monthli incent bonusabout clientour client australia largest coal miner export world s largest supplier sea born coke coal market largest coal produc supplier metallurg coal client sever mine site across bowen basin consist primarili open cut mine about roleworkpac current seek skill experienc dump truck oper commenc mine near coppabella work rotat 7 7 roster also flight brisban duti responsibilitiesoper cat 793 797 truck pre start check machineri skill experiencerii train transcript cat 793 797 trucks2 year experienceco board medic driver licenc standard 11 equival right work within australiaabout workpacworkpac australia lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact kim hold 07 4969 4701workpac mackay job refer number 7396j202017368at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00536172]],c001
251,https://www.workpac.com/job/mining-operator,mine oper job descript attract hourli ratesongo opportun 2 1 rosterabout roleworkpac current seek experienc dump truck oper immedi start posit offer fifo ex perth 2 1 roster site locat pilbara approxim 90 km west south west nullagin duti respons success candid respons oper cat 777 cat 785 iron ore product environ skill experience12 month experi oper cat 777 785 wa c class driver licenc nation polic clearanc under 6 month abil pass drug alcohol screen pre employ medic workpacworkpac australia s lead privat own recruit provid mine construct engin light industri health care sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact jenna webb workpac recruit co ordin refer number 752j202048887at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00527237]],c001
25,https://www.workpac.com/job/storeperson-50,storeperson new job descript job highlightspotenti go permanentimmedi startreput compani roleworkpac current seek experienc storeperson immedi start posit offer monday friday roster minimum 38 hour week avail role situat bassendean success candid potenti go perman role responsibilitiesth success candid commenc warehous opportun step custom servic role supplement wareh duti skill experi previou experi storepersonfork lift licenc wa c class driver licenc workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun regist appli us ongo access wide rang temporari perman job skill level applyclick onto appli button inform contact jenna webb workpac recruit co ordin refer number 764j202070196at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00527038]],c001
61,https://www.workpac.com/job/curragh-l1-truck-slash-ancil-7-7-ds-ns-33,dump truck oper job descript ongo position7 7 even time roster 47 70about roleworkpac current seek experi dump truck oper commenc coal mine blackwat region ideal candid prior experi work open cut coal mine environ duti responsibilitiesoper electr dump truck pre start check meet product targetsidentifi report workplac hazardsskil experiencekomatsu 830 e truckssign skill list min 12 month expcurr standard 11current coal board medicalcurr qld driver licens current copi skill right work australia workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform pleas contact eden gillenland recruit coordinatorcontact 07 37152003job order refer no bsindj2020105058at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.0052566]],c001
114,https://www.workpac.com/job/driver-waste-management,driver wast manag job descript current seek experienc licens hr truck driver potenti ongo posit cairn surround area must current hr licenc least 2 year hr experi prior wast manag experi advantag must physic fit abl pass pre employ medic includ drug alcohol,[[0.00523384]],c001
301,https://www.workpac.com/job/curragh-l1-truck-slash-ancil-7-7-ds-ns-21,dump truck oper job descript 47 70 super hoursaccommod meal suppli 7 7 rosterabout client client australia s largest coal miner export world s largest supplier sea born coke coal market largest coal produc supplier metallurg coal client sever mine site across bowen basin consist primarili open cut mine about roleworkpac current seek skill experienc dump truck oper commenc mine near blackwat work 7 7 rotat roster duti responsibilitiesoper komatsu 830e 930epr start check machineri skill experiencerii train transcript komatsu 830e 930e2 year experienceco board medic driver licenc standard 11 equival right work within australiaabout workpacworkpac australia lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact kim hold 4969 4701job refer number bsindj2020103771at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00507601]],c001
41,https://www.workpac.com/job/cleaner-5,cleaner new job descript cleanertop 3 highlight 27 50 hr20 hour per weekloc more roleabout role workpac seek suitabl experienc cleaner join client team casual basi base more area duti respons clean offic build amen abil work monday fridayskil experi previou clean experi requiredmust driver licenc workpacworkpac australia lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick appli button inform contact name kati patrickemail kati patrick workpac comjob refer number 7312j2020297at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00504138]],c001
23,https://www.workpac.com/job/civil-labourer-35,civil labour new job descript job highlightsimmedi start40 hour week ongo workabout roleour client current seek experienc civil labour work civil site around perth metro area commenc workshop malaga day travel team work site skill experienceprevi civil labour experi essenti white card driver licenc right work australia workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact kristin de souza 08 6462 1118western regionrefer number 764j202070185at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.0050258]],c001
169,https://www.workpac.com/job/mr-driver-2,mr driver job descript mr driversoper mr truck around solar farmimmedi start work local glenrowan areay must experi oper solar farm environmentth opportunityworkpac current seekingexperiencedmr driver work solar project glenrowan west area the roleoper mr truck around sitedemonstr strong commit safetydemonstr solid work ethicy needmr driver licenc minimumexperi operatingtruck construct site solar farm experi preferredown reliabl transportconstruct induct card red white card equival avail start immediatelyabout workpacworkpac australia s lead privat own recruit provid mine construct engin oil ga healthcar sector proud partner countri s lead compani deliv reward career opportun look employe import us myreward platform offer benefit retail reward financi health cover insur superannu servic more appli nowclick appli button inform contact name leah phelpsleah phelp workpac comworkpac job refer number 7094j202011366at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00501428]],c001
51,https://www.workpac.com/job/excavator-operator-45,excav oper job descript 45 00 per hour2 month project opportun extensionmonday friday 50 hour per weekabout roledam construct work kirup wa immedi start potenti ongo role duti responsibilitiesoper 13t komatsu diggergener labour requiredpr start machineri checkscompli site safeti requirementsskil experiencehr driver s licenc preferredwhit cardmust experi oper diggersabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact brook pepperbunburi busi centrerefer number 764j202070176at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00497566]],c001
271,https://www.workpac.com/job/electrician-51,electrician job descript job highlight karratha base 6 day week 10 hour day potenti full time contract 3 month s right candid skill experi current driver licens trade cert electr workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact carolin folan recruit coordinatorphon contact 08 9159 66 87 workpac western australiarefer no 752j202048861at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00492234]],c001
31,https://www.workpac.com/job/multi-skilled-operator-cloncurry,multi skill oper cloncurri new job descript ongo work 2 1 roster day onli immedi startworkpac urgent seek sever experienc mobil plant oper ongo role base local cloncurri site posit local cloncurri accommod provid need meal allow previou experi oper excav loader moxi essenti mandatori requir role includ combin rii loader excav articul haul truck proven experi oper mobil plant abil pass pre employ medic well random drug alcohol screeningrost 2 1 12hr shift day onli immedi start success applic inform contact mitch godfrey mt isa offic 07 4744 6922,[[0.0049112]],c001
233,https://www.workpac.com/job/trainee-dump-truck-operator-31,traine dump truck oper job descript job highlights10 5 rosterresidenti kalgoorli posit no fifo perman employmentabout rolean excit opportun exist motiv individu client underground traine dump truck oper success applic alway act manner seek enhanc safeti cultur perform gfa ensur vital behaviour adher time whilst fulfil product target train environ requirementscurr manual c driver licens essentialexcel commun skill verbal writtenprevi underground exposur highli advantageoussmal machineri oper experi advantag obtain polic clearanceright work australia pass comprehens pre employ medicalabout workpacworkpac australia s lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri s lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button mia low recruit coordinatorworkpac western australiarefer no 752j202048904pleas note due high demand shortlist candid contact pleas also note posit local kalgoorli employe consid reloc cost pleas appli cover letter detail inform otherwis applic may reject workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.00483256]],c001
150,https://www.workpac.com/job/hr-skip-driver-level-4-13,hr skip truck driver job descript job highlightsongo posit right personfre onsit parkinggreat team environmentabout clientour client provid commerci residenti wast manag solut perth greater metro area servic yanchep northern suburb rockingham mandurah south river about roleworkpac current seek experienc hr skip driver ongo role bayswat posit work monday friday saturday work deliv collect 5t skip bin residenti construct site success candid must hold unrestrict hr driver licenc road ranger experi role commenc 5 30am morn pay 30 93 penalti monday friday 5 30am startsmetro wast pickuphr skip truck 30 93 per hour plu overtim 7 6hrsrequir skill attribut hr licenc unrestrict essenti road ranger experi essenti white card abil manag fatigu current fit drive commerci driver medicalabout workpacworkpac australia lead privat own recruit provid mine construct engin light industri healthcar sector proud partner countri lead compani deliv reward perman contract temporari traineeship recruit opportun appli nowclick onto appli button inform contact natasha mainardworkpac west australia764j202070059at workpac recognis strengthen divers commit provid work environ everyon includ treat fairli respect equal opportun employ encourag applic women indigen peopl,[[0.004815]],c001
46,https://www.workpac.com/job/plant-operator-14,plant oper job descript client requir plant oper civil construct work ideal success applic industri similar experi howev applic industri relev attribut licenc encourag appli thi local work within adelaid metro area bobcat excav preferredimmedi start avail a high regard safeti also essenti,[[0.00476594]],c001
